CustomerKey,FirstName,LastName,MaritalStatus,Gender,YearlyIncome,Education,Occupation,City,StateProvince,Country,NumberOfOrders,TotalQuantity,TotalAmount
11220,Erica,Huang,M,F,"$60,000.00 ",Partial College,Professional,Colma,California,United States,4,4,$50.23 
11221,Nathan,Perry,M,M,"$70,000.00 ",Partial College,Professional,Lakewood,California,United States,4,4,$46.27 
11222,Alexandra,Rivera,M,F,"$80,000.00 ",Bachelors,Management,Santa Monica,California,United States,6,6,$207.96 
11223,Hailey,Patterson,S,F,"$70,000.00 ",High School,Professional,Langley,British Columbia,Canada,56,56,"$1,205.38 "
11224,Tiffany,Li,S,F,"$70,000.00 ",High School,Professional,Burien,Washington,United States,5,5,"$6,685.59 "
11225,Madison,Lee,M,F,"$60,000.00 ",Partial College,Professional,Renton,Washington,United States,5,5,$73.25 
11226,Sydney,Ross,M,F,"$60,000.00 ",Partial College,Professional,W. Linn,Oregon,United States,2,2,$37.29 
11227,Marshall,Chavez,S,M,"$60,000.00 ",Partial College,Professional,Colma,California,United States,5,5,"$5,910.22 "
11228,Ashley,Jones,M,F,"$60,000.00 ",Partial College,Professional,El Cajon,California,United States,4,4,$77.27 
11229,Adrian,Stewart,S,M,"$70,000.00 ",Partial College,Professional,Redwood City,California,United States,5,5,$81.26 
11230,Amber,Turner,M,F,"$70,000.00 ",Partial College,Professional,Santa Monica,California,United States,5,5,$54.22 
11231,Dennis,Zhang,M,M,"$60,000.00 ",High School,Professional,Bremerton,Washington,United States,4,4,$64.26 
11232,Hailey,Bryant,M,F,"$60,000.00 ",High School,Professional,Everett,Washington,United States,3,3,$39.58 
11233,Todd,Li,M,M,"$70,000.00 ",Partial College,Professional,Berkeley,California,United States,7,7,$179.43 
11234,Anna,Griffin,S,F,"$70,000.00 ",Partial College,Professional,Long Beach,California,United States,4,4,$76.27 
11235,Angel,Stewart,M,M,"$70,000.00 ",Partial College,Professional,Ballard,Washington,United States,6,6,$138.45 
11236,Jeremy,Butler,S,M,"$70,000.00 ",Partial College,Professional,Bellingham,Washington,United States,5,5,$113.96 
11237,Clarence,Anand,S,M,"$130,000.00 ",Bachelors,Management,Solingen,Nordrhein-Westfalen,Germany,6,6,"$10,566.38 "
11238,Mayra,Prasad,S,F,"$130,000.00 ",Bachelors,Management,Birmingham,England,United Kingdom,9,9,"$7,542.77 "
11239,Latoya,Goel,M,F,"$130,000.00 ",Partial College,Professional,London,England,United Kingdom,11,11,"$7,511.55 "
11240,Anne,Hernandez,M,F,"$160,000.00 ",Partial College,Professional,Watford,England,United Kingdom,13,13,"$7,586.23 "
11241,Lisa,Cai,S,F,"$100,000.00 ",Partial College,Professional,Les Ulis,Essonne,France,25,25,"$11,469.19 "
11242,Larry,Munoz,M,M,"$110,000.00 ",Partial College,Professional,Versailles,Yveline,France,12,12,"$11,068.01 "
11243,Robin,Alvarez,M,F,"$150,000.00 ",Partial College,Professional,Esher-Molesey,England,United Kingdom,12,12,"$7,164.25 "
11244,Alexis,Coleman,S,F,"$170,000.00 ",Bachelors,Management,Runcorn,England,United Kingdom,12,12,"$7,175.75 "
11245,Ricky,Vazquez,M,M,"$120,000.00 ",High School,Professional,Hamburg,Hessen,Germany,9,9,"$10,580.35 "
11246,Latasha,Rubio,M,F,"$120,000.00 ",High School,Professional,Hamburg,Hamburg,Germany,7,7,"$10,575.33 "
11247,Claudia,Zhou,S,F,"$130,000.00 ",Partial College,Professional,Lancaster,England,United Kingdom,12,12,"$7,131.51 "
11248,Tristan,Alexander,M,M,"$110,000.00 ",Partial College,Professional,Saint-Denis,Seine Saint Denis,France,3,3,$38.47 
11249,Cindy,Patel,M,F,"$130,000.00 ",Partial College,Professional,Sulzbach Taunus,Saarland,Germany,11,11,"$9,890.27 "
11250,Shannon,Liu,M,F,"$170,000.00 ",High School,Professional,Woolston,England,United Kingdom,11,11,"$7,116.25 "
11251,Xavier,Long,S,M,"$30,000.00 ",High School,Professional,Haney,British Columbia,Canada,4,4,"$2,318.96 "
11252,Nicholas,Thompson,S,M,"$90,000.00 ",Graduate Degree,Management,Lemon Grove,California,United States,7,7,"$6,685.56 "
11253,José,Hernandez,M,M,"$60,000.00 ",Graduate Degree,Management,Victoria,British Columbia,Canada,30,30,$696.61 
11254,Johnathan,Vance,M,M,"$70,000.00 ",Graduate Degree,Management,Burien,Washington,United States,9,9,$203.92 
11255,Colin,Lin,M,M,"$70,000.00 ",Graduate Degree,Management,Burien,Washington,United States,5,5,$113.96 
11256,Katelyn,Hernandez,M,F,"$70,000.00 ",Graduate Degree,Management,Lynnwood,Washington,United States,5,5,$81.26 
11257,Jacqueline,Powell,S,F,"$120,000.00 ",Graduate Degree,Management,Newport Beach,California,United States,6,6,"$6,677.38 "
11258,Xavier,Hill,M,M,"$120,000.00 ",Graduate Degree,Management,Palo Alto,California,United States,4,4,$49.23 
11259,Victoria,Stewart,M,F,"$100,000.00 ",Partial College,Professional,Salem,Oregon,United States,5,5,"$6,770.60 "
11260,Katelyn,Kelly,M,F,"$110,000.00 ",Bachelors,Management,Burlingame,California,United States,5,5,$81.26 
11261,Stephanie,Collins,M,F,"$130,000.00 ",Graduate Degree,Management,San Diego,California,United States,4,4,"$6,650.60 "
11262,Jennifer,Simmons,M,F,"$80,000.00 ",Bachelors,Management,Port Hammond,British Columbia,Canada,63,63,"$1,126.82 "
11263,Trinity,Richardson,M,F,"$90,000.00 ",Partial College,Professional,Burien,Washington,United States,9,9,"$6,754.06 "
11264,Eduardo,Martin,S,M,"$90,000.00 ",Partial College,Professional,Issaquah,Washington,United States,8,8,"$3,182.27 "
11265,Elizabeth,Jones,M,F,"$90,000.00 ",Partial College,Professional,Kirkland,Washington,United States,3,3,"$2,351.96 "
11266,Taylor,Howard,S,F,"$90,000.00 ",Partial College,Professional,Port Orchard,Washington,United States,5,5,"$5,922.23 "
11267,David,Diaz,S,M,"$120,000.00 ",Partial College,Professional,Burlingame,California,United States,5,5,"$5,943.23 "
11268,Katelyn,Carter,M,F,"$130,000.00 ",Graduate Degree,Management,Coronado,California,United States,5,5,$98.25 
11269,Ryan,Foster,M,M,"$130,000.00 ",Graduate Degree,Management,Daly City,California,United States,3,3,$42.28 
11270,Robert,Lee,M,M,"$130,000.00 ",Graduate Degree,Management,Lakewood,California,United States,5,5,"$5,984.22 "
11271,Danielle,Reed,S,F,"$150,000.00 ",Bachelors,Management,San Francisco,California,United States,5,5,"$5,973.24 "
11272,Lauren,Martinez,S,F,"$70,000.00 ",Partial College,Professional,Beverly Hills,California,United States,4,4,"$5,975.23 "
11273,Nathan,Lal,M,M,"$90,000.00 ",Partial College,Professional,La Jolla,California,United States,8,8,$273.23 
11274,Kyle,Foster,M,M,"$50,000.00 ",Graduate Degree,Management,Bellingham,Washington,United States,4,4,"$5,888.24 "
11275,Jenny,Rai,M,F,"$80,000.00 ",Graduate Degree,Management,Colma,California,United States,4,4,"$5,955.23 "
11276,Nancy,Chapman,M,F,"$80,000.00 ",Partial College,Professional,Cliffside,British Columbia,Canada,57,57,$988.32 
11277,Charles,Jackson,M,M,"$80,000.00 ",Partial College,Professional,Royal Oak,British Columbia,Canada,65,65,"$1,434.99 "
11278,Jonathan,Phillips,S,M,"$90,000.00 ",Partial College,Professional,Edmonds,Washington,United States,3,3,"$5,908.25 "
11279,Amanda,Cook,M,F,"$90,000.00 ",Partial College,Professional,Everett,Washington,United States,4,4,$44.57 
11280,Robert,Collins,M,M,"$90,000.00 ",Partial College,Professional,Lynnwood,Washington,United States,4,4,$77.27 
11281,Megan,Barnes,S,F,"$110,000.00 ",Bachelors,Management,Burbank,California,United States,5,5,"$5,921.19 "
11282,Christian,Thomas,M,M,"$90,000.00 ",Partial College,Professional,Burien,Washington,United States,6,6,"$5,998.73 "
11283,Arturo,Lal,M,M,"$110,000.00 ",Bachelors,Management,Berkeley,California,United States,4,4,$44.57 
11284,Theresa,Serrano,M,F,"$110,000.00 ",Bachelors,Management,Chula Vista,California,United States,5,5,$55.48 
11285,Jeremy,Anderson,M,M,"$120,000.00 ",Partial College,Professional,Fremont,California,United States,5,5,$127.76 
11286,Hunter,Griffin,M,M,"$170,000.00 ",Graduate Degree,Management,Torrance,California,United States,5,5,"$5,954.22 "
11287,Henry,Garcia,M,M,"$70,000.00 ",Partial College,Professional,Cliffside,British Columbia,Canada,62,62,"$1,167.07 "
11288,Cindy,Sanchez,M,F,"$110,000.00 ",Bachelors,Management,Burbank,California,United States,4,4,$77.27 
11289,Maria,Carter,M,F,"$130,000.00 ",Bachelors,Management,Downey,California,United States,5,5,"$5,905.48 "
11290,Katelyn,Sanchez,M,F,"$130,000.00 ",Bachelors,Management,Lakewood,California,United States,3,3,"$5,933.25 "
11291,Jenna,Wright,M,F,"$130,000.00 ",Bachelors,Management,Lemon Grove,California,United States,2,2,"$5,873.26 "
11292,Seth,Phillips,S,M,"$150,000.00 ",Partial College,Professional,San Gabriel,California,United States,5,5,"$5,910.22 "
11293,Luke,Long,S,M,"$60,000.00 ",High School,Professional,Port Orchard,Washington,United States,5,5,$85.22 
11294,Dalton,Clark,M,M,"$60,000.00 ",High School,Professional,Issaquah,Washington,United States,3,3,$42.28 
11295,Taylor,Lewis,S,F,"$80,000.00 ",Partial High School,Skilled Manual,Concord,California,United States,5,5,"$6,058.25 "
11296,Haley,Richardson,S,F,"$50,000.00 ",Graduate Degree,Management,Everett,Washington,United States,4,4,"$5,897.53 "
11297,Noah,Coleman,S,M,"$70,000.00 ",Graduate Degree,Management,Burbank,California,United States,5,5,"$5,948.24 "
11298,Jon,Luo,M,M,"$70,000.00 ",Graduate Degree,Management,Chula Vista,California,United States,5,5,"$5,922.23 "
11299,Orlando,Vazquez,M,M,"$70,000.00 ",Graduate Degree,Management,Burbank,California,United States,4,4,"$6,015.24 "
11300,Fernando,Barnes,M,M,"$80,000.00 ",Partial College,Professional,N. Vancouver,British Columbia,Canada,67,67,"$1,500.52 "
11301,Cameron,Rodriguez,M,M,"$80,000.00 ",Partial College,Professional,Ballard,Washington,United States,5,5,$131.26 
11302,Spencer,Russell,S,M,"$90,000.00 ",High School,Professional,Corvallis,Oregon,United States,5,5,"$5,938.19 "
11303,Julia,Coleman,S,F,"$90,000.00 ",High School,Professional,Edmonds,Washington,United States,3,3,"$5,875.55 "
11304,Julia,Garcia,M,F,"$100,000.00 ",Partial College,Professional,Portland,Oregon,United States,5,5,$122.21 
11305,Sean,Evans,M,M,"$110,000.00 ",Partial College,Professional,Chula Vista,California,United States,4,4,$77.27 
11306,Micah,Zhou,M,M,"$110,000.00 ",Partial College,Professional,Coronado,California,United States,3,3,$42.28 
11307,Hunter,Rodriguez,M,M,"$80,000.00 ",Partial High School,Skilled Manual,Daly City,California,United States,5,5,"$5,964.22 "
11308,Ian,Gonzales,M,M,"$60,000.00 ",High School,Professional,Oregon City,Oregon,United States,4,4,$94.26 
11309,Victoria,Lewis,S,F,"$60,000.00 ",High School,Professional,Beaverton,Oregon,United States,3,3,$42.28 
11310,Erin,Sanders,S,F,"$70,000.00 ",Graduate Degree,Management,San Francisco,California,United States,4,4,$77.27 
11311,Gabrielle,Lopez,S,F,"$70,000.00 ",Graduate Degree,Management,Lynnwood,Washington,United States,4,4,$77.27 
11312,Sara,Richardson,S,F,"$70,000.00 ",Graduate Degree,Management,Lynnwood,Washington,United States,3,3,$42.28 
11313,Trevor,Jenkins,S,M,"$70,000.00 ",Graduate Degree,Management,Port Orchard,Washington,United States,4,4,$44.57 
11314,Mya,Flores,S,F,"$70,000.00 ",Graduate Degree,Management,Issaquah,Washington,United States,4,4,$47.53 
11315,Hailey,Ward,S,F,"$70,000.00 ",Graduate Degree,Management,Port Orchard,Washington,United States,3,3,$42.28 
11316,Luke,Allen,M,M,"$60,000.00 ",Graduate Degree,Management,Langford,British Columbia,Canada,2,2,"$2,349.98 "
11317,Victoria,Russell,S,F,"$40,000.00 ",Partial College,Professional,Salem,Oregon,United States,2,2,"$5,873.26 "
11318,Jessica,Wilson,S,F,"$40,000.00 ",Partial College,Professional,Edmonds,Washington,United States,4,4,$44.57 
11319,Jade,Bailey,M,F,"$70,000.00 ",Graduate Degree,Management,Oakland,California,United States,4,4,"$5,930.23 "
11320,Morgan,Hill,M,F,"$80,000.00 ",Graduate Degree,Management,Glendale,California,United States,5,5,$72.21 
11321,Terrance,Raman,M,M,"$90,000.00 ",Bachelors,Management,Burien,Washington,United States,2,2,$37.29 
11322,Sydney,Garcia,M,F,"$90,000.00 ",Bachelors,Management,Bremerton,Washington,United States,4,4,$44.57 
11323,Jose,Patterson,S,M,"$120,000.00 ",Graduate Degree,Management,Daly City,California,United States,6,6,"$6,074.54 "
11324,Zachary,Anderson,M,M,"$90,000.00 ",Bachelors,Management,Glendale,California,United States,4,4,"$5,945.23 "
11325,Elijah,Ross,S,M,"$90,000.00 ",Bachelors,Management,Seattle,Washington,United States,7,7,"$6,044.20 "
11326,Rafael,Xie,M,M,"$130,000.00 ",Bachelors,Management,Beverly Hills,California,United States,5,5,"$5,948.24 "
11327,Jaime,Moreno,M,M,"$90,000.00 ",Bachelors,Management,Burbank,California,United States,5,5,"$5,915.54 "
11328,Julian,Griffin,M,M,"$90,000.00 ",Bachelors,Management,Newton,British Columbia,Canada,4,4,"$4,718.04 "
11329,Andy,Alvarez,S,M,"$90,000.00 ",Bachelors,Management,Concord,California,United States,2,2,"$5,898.26 "
11330,Ryan,Thompson,M,M,"$110,000.00 ",Graduate Degree,Management,Oak Bay,British Columbia,Canada,57,57,"$1,136.35 "
11331,Samantha,Jenkins,M,F,"$90,000.00 ",Partial College,Skilled Manual,Shawnee,British Columbia,Canada,58,58,"$1,329.31 "
11332,Deanna,Ramos,S,F,"$10,000.00 ",Graduate Degree,Manual,Berlin,Nordrhein-Westfalen,Germany,3,3,"$5,754.97 "
11333,Emily,Miller,M,F,"$20,000.00 ",Graduate Degree,Clerical,Newcastle upon Tyne,England,United Kingdom,6,6,"$8,163.31 "
11334,Nicole,Brown,M,F,"$10,000.00 ",Bachelors,Manual,Stoke-on-Trent,England,United Kingdom,6,6,"$8,154.02 "
11335,Carla,Raman,M,F,"$10,000.00 ",Bachelors,Manual,Hof,Bayern,Germany,4,4,"$5,744.25 "
11336,Shaun,Raji,M,M,"$20,000.00 ",Graduate Degree,Clerical,Paris,Seine (Paris),France,5,5,"$4,441.38 "
11337,Jerome,Romero,M,M,"$10,000.00 ",Bachelors,Manual,Watford,England,United Kingdom,8,8,"$8,162.00 "
11338,Frank,Navarro,M,M,"$20,000.00 ",Graduate Degree,Clerical,Bonn,Nordrhein-Westfalen,Germany,5,5,"$5,744.95 "
11339,Dennis,She,S,M,"$20,000.00 ",Graduate Degree,Clerical,Paris,Seine (Paris),France,3,3,"$4,379.08 "
11340,Melody,Munoz,M,F,"$10,000.00 ",Graduate Degree,Clerical,Paris,Seine (Paris),France,5,5,"$4,413.06 "
11341,Randy,Zeng,M,M,"$20,000.00 ",Graduate Degree,Clerical,Cheltenham,England,United Kingdom,8,8,"$8,192.00 "
11342,Marshall,Wang,M,M,"$30,000.00 ",Graduate Degree,Clerical,Boulogne-sur-Mer,Pas de Calais,France,3,3,$48.97 
11343,Arthur,Carlson,M,M,"$10,000.00 ",Bachelors,Manual,Oxon,England,United Kingdom,9,9,"$8,221.99 "
11344,Jessie,Jimenez,M,F,"$10,000.00 ",Partial College,Manual,Oxford,England,United Kingdom,7,7,"$8,119.81 "
11345,Robin,Ramos,S,F,"$10,000.00 ",Partial College,Manual,Tremblay-en-France,Seine Saint Denis,France,3,3,"$4,404.09 "
11346,Deanna,Gutierrez,S,F,"$10,000.00 ",Partial College,Manual,Paris,Seine (Paris),France,7,7,"$4,503.05 "
11347,Roy,Navarro,M,M,"$10,000.00 ",Partial College,Manual,Braunschweig,Nordrhein-Westfalen,Germany,2,2,$13.98 
11348,Shawn,Rai,M,M,"$10,000.00 ",Partial College,Manual,Paderborn,Hamburg,Germany,3,3,$67.97 
11349,Mindy,Luo,M,F,"$10,000.00 ",Partial College,Manual,München,Hessen,Germany,3,3,$67.97 
11350,Cara,Zhou,M,F,"$30,000.00 ",Graduate Degree,Clerical,Peterborough,England,United Kingdom,3,3,$38.47 
11351,Anne,Ramos,S,F,"$20,000.00 ",Bachelors,Clerical,London,England,United Kingdom,5,5,"$8,068.03 "
11352,Raymond,Rodriguez,M,M,"$10,000.00 ",Partial College,Manual,Pantin,Seine Saint Denis,France,2,2,$13.98 
11353,Carrie,Ortega,S,F,"$30,000.00 ",Bachelors,Clerical,Warrington,England,United Kingdom,6,6,"$8,078.02 "
11354,Deanna,Suarez,M,F,"$20,000.00 ",Partial College,Manual,Grevenbroich,Bayern,Germany,3,3,$22.97 
11355,Roberto,Gutierrez,M,M,"$40,000.00 ",Graduate Degree,Clerical,Wokingham,England,United Kingdom,2,2,$13.98 
11356,Terrence,Carson,S,M,"$10,000.00 ",Partial College,Manual,Lavender Bay,New South Wales,Australia,8,8,"$5,069.29 "
11357,Ramon,Ye,S,M,"$10,000.00 ",Partial College,Manual,Caloundra,Queensland,Australia,5,5,"$4,943.80 "
11358,Cynthia,Malhotra,S,F,"$10,000.00 ",Partial College,Manual,Coffs Harbour,New South Wales,Australia,8,8,"$5,034.78 "
11359,Jarrod,Prasad,S,M,"$10,000.00 ",Partial College,Manual,Malabar,New South Wales,Australia,8,8,"$4,960.07 "
11360,Tyrone,Serrano,S,M,"$10,000.00 ",Partial College,Manual,Rockhampton,Queensland,Australia,6,6,"$5,025.80 "
11361,Cindy,Ramos,M,F,"$10,000.00 ",High School,Manual,Newcastle,New South Wales,Australia,4,4,$114.96 
11362,Damien,Shan,M,M,"$10,000.00 ",High School,Manual,Cranbourne,Victoria,Australia,3,3,$77.27 
11363,Julian,Ross,S,M,"$10,000.00 ",High School,Manual,Melbourne,Victoria,Australia,5,5,"$5,035.81 "
11364,Jennifer,Collins,S,F,"$10,000.00 ",High School,Manual,Geelong,Victoria,Australia,4,4,"$4,921.82 "
11365,Brittney,Sun,S,F,"$10,000.00 ",High School,Manual,Findon,South Australia,Australia,7,7,"$5,024.79 "
11366,Virginia,Patel,M,F,"$20,000.00 ",Bachelors,Clerical,Seaford,Victoria,Australia,3,3,$77.27 
11367,Calvin,Nara,M,M,"$20,000.00 ",Bachelors,Clerical,North Sydney,New South Wales,Australia,4,4,$86.26 
11368,Edward,Miller,S,M,"$10,000.00 ",High School,Manual,Rockhampton,Queensland,Australia,11,11,"$5,106.24 "
11369,Ashlee,Tang,M,F,"$20,000.00 ",Bachelors,Clerical,Findon,South Australia,Australia,4,4,$118.96 
11370,Alicia,Xu,M,F,"$20,000.00 ",Bachelors,Clerical,South Melbourne,Victoria,Australia,3,3,$79.97 
11371,Lacey,Jai,M,F,"$20,000.00 ",Bachelors,Clerical,Rockhampton,Queensland,Australia,2,2,$74.98 
11372,Wendy,Romero,S,F,"$20,000.00 ",Bachelors,Clerical,Brisbane,Queensland,Australia,5,5,"$4,965.81 "
11373,Carly,Luo,M,F,"$30,000.00 ",Bachelors,Clerical,Salzgitter,Hessen,Germany,3,3,$38.47 
11374,Jimmy,Ortega,S,M,"$30,000.00 ",Bachelors,Clerical,Werne,Nordrhein-Westfalen,Germany,3,3,$68.97 
11375,Francisco,Martinez,M,M,"$30,000.00 ",Bachelors,Clerical,High Wycombe,England,United Kingdom,2,2,$13.98 
11376,Lance,Vazquez,S,M,"$40,000.00 ",Graduate Degree,Clerical,Liverpool,England,United Kingdom,2,2,$78.48 
11377,David,Robinett,M,M,"$30,000.00 ",Graduate Degree,Clerical,Solingen,Nordrhein-Westfalen,Germany,3,3,$83.97 
11378,Shannon,Liang,S,F,"$10,000.00 ",High School,Manual,Metz,Moselle,France,4,4,"$4,436.39 "
11379,Gary,Vazquez,M,M,"$10,000.00 ",High School,Manual,Boulogne-Billancourt,Hauts de Seine,France,4,4,"$4,426.06 "
11380,Mitchell,Kumar,S,M,"$20,000.00 ",Partial College,Manual,Saarlouis,Saarland,Germany,6,6,"$5,837.91 "
11381,Meredith,Raman,M,F,"$20,000.00 ",Partial College,Manual,London,England,United Kingdom,5,5,"$8,161.02 "
11382,Edward,Patterson,M,M,"$20,000.00 ",Partial College,Manual,Roubaix,Nord,France,2,2,"$4,344.09 "
11383,Marie,Gill,M,F,"$30,000.00 ",Graduate Degree,Clerical,Roissy en Brie,Seine et Marne,France,3,3,$48.97 
11384,Tiffany,Wang,M,F,"$30,000.00 ",Bachelors,Clerical,Les Ulis,Essonne,France,3,3,$48.97 
11385,Miguel,Allen,S,M,"$30,000.00 ",Bachelors,Clerical,York,England,United Kingdom,2,2,$13.98 
11386,Jaclyn,Cai,M,F,"$30,000.00 ",Bachelors,Clerical,Darmstadt,Hessen,Germany,3,3,$68.97 
11387,Megan,Ramirez,S,F,"$40,000.00 ",Graduate Degree,Clerical,Gateshead,England,United Kingdom,6,6,"$6,958.80 "
11388,Joseph,Martin,M,M,"$40,000.00 ",Graduate Degree,Clerical,York,England,United Kingdom,7,7,"$6,986.75 "
11389,Karl,Shan,S,M,"$10,000.00 ",High School,Manual,Duesseldorf,Hessen,Germany,3,3,$68.97 
11390,Christine,Raji,S,F,"$10,000.00 ",High School,Manual,Saint Germain en Laye,Yveline,France,3,3,$48.97 
11391,Lindsay,Xie,S,F,"$10,000.00 ",High School,Manual,Salzgitter,Hessen,Germany,2,2,$33.98 
11392,Willie,Zhao,S,M,"$10,000.00 ",High School,Manual,Frankfurt,Hessen,Germany,1,1,$28.99 
11393,Kurt,Pal,S,M,"$10,000.00 ",High School,Manual,Saint Ouen,Loir et Cher,France,2,2,$13.98 
11394,George,McDonald,S,M,"$10,000.00 ",High School,Manual,Milton Keynes,England,United Kingdom,7,7,"$8,161.97 "
11395,Beth,Gutierrez,S,F,"$30,000.00 ",Bachelors,Clerical,Frankfurt,Bayern,Germany,3,3,"$5,729.97 "
11396,Ian,Lopez,M,M,"$10,000.00 ",High School,Manual,Saarlouis,Saarland,Germany,1,1,$28.99 
11397,Latoya,Shan,S,F,"$20,000.00 ",Partial College,Manual,Paris,Seine (Paris),France,3,3,$38.47 
11398,Colin,Nath,S,M,"$30,000.00 ",Bachelors,Clerical,Newcastle upon Tyne,England,United Kingdom,4,4,"$8,114.04 "
11399,Brenda,Mehta,S,F,"$30,000.00 ",Bachelors,Clerical,Paris,Seine (Paris),France,2,2,$13.98 
11400,Franklin,Raji,S,M,"$40,000.00 ",Graduate Degree,Clerical,London,England,United Kingdom,8,8,"$6,967.78 "
11401,Linda,Navarro,M,F,"$40,000.00 ",Graduate Degree,Clerical,Paris,Seine (Paris),France,6,6,"$5,020.87 "
